id,name,symbol,categoria,price_usd,market_cap,cmc_rank,volume_24h,volume_pct,circulating_supply,total_supply,max_supply,multichain_flag,cex_listed,contract_address,explorers,social_score,rating,halving_flag,wallet_support
ondo-finance,Ondo,ondo,RWA,0.858668,2712603688.0,,89144850.0,3.2863204600936897,3159107529.0,10000000000.0,10000000000.0,0,,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,"https://etherscan.io/address/0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3, https://platform.arkhamintelligence.com/explorer/token/ondo-finance, https://etherscan.io/token/0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3",874252,B,0,1
algorand,Algorand,algo,RWA,0.199725,1715952351.0,,41241753.0,2.40343229670484,8591984356.817743,8592215839.065807,10000000000.0,0,,,"https://allo.info/, https://explorer.perawallet.app/",144082,B,0,1
maker,Maker,mkr,RWA,1525.27,1272359404.0,,44374193.0,3.4875517766833752,834196.0163253488,857909.063631994,1005577.0,1,,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,"https://etherscan.io/token/0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2, https://platform.arkhamintelligence.com/explorer/token/maker, https://ethplorer.io/address/0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2",677875,B,0,1
quant-network,Quant,qnt,RWA,90.08,1310293086.0,,31513487.0,2.40507160853629,14544176.164091088,14612493.0,14612493.0,1,,0x4a220e6096b25eadb88358cb44068a3248254675,"https://etherscan.io/token/0x4a220e6096b25eadb88358cb44068a3248254675, https://platform.arkhamintelligence.com/explorer/token/quant-network, https://ethplorer.io/address/0x4a220e6096b25eadb88358cb44068a3248254675",878217,B,0,1
xdce-crowd-sale,XDC Network,xdc,RWA,0.072947,1145864854.0,,26472267.0,2.310243385822531,15706314263.25,37989846674.1,,0,,,"https://explorer.xinfin.network, https://xdc.blocksscan.io/, https://stats.xdc.org/",757335,B,0,1
injective-protocol,Injective,inj,RWA,9.3,909301190.0,,63116230.0,6.941179742654906,97727220.33,100000000.0,,1,,0xe28b3b32b6c345a34ff64674606124dd5aceca30,"https://explorer.injective.network/, https://platform.arkhamintelligence.com/explorer/token/injective-protocol, https://ethplorer.io/address/0xe28b3b32b6c345a34ff64674606124dd5aceca30",215033,B,0,1
tether-gold,Tether Gold,xaut,RWA,3258.92,803381704.0,,17280012.0,2.150909326658004,246524.33,246524.33,,0,,0x68749665ff8d2d112fa859aa293f07a622782f38,"https://etherscan.io/token/0x68749665ff8d2d112fa859aa293f07a622782f38, https://platform.arkhamintelligence.com/explorer/token/tether-gold, https://ethplorer.io/address/0x68749665ff8d2d112fa859aa293f07a622782f38",744522,B,0,1
pax-gold,PAX Gold,paxg,RWA,3263.06,776971548.0,,26829261.0,3.453055786799544,238123.591,238123.591,,0,,0x45804880de22913dafe09f4980848ece6ecbaf78,"https://etherscan.io/token/0x45804880de22913dafe09f4980848ece6ecbaf78, https://platform.arkhamintelligence.com/explorer/token/pax-gold, https://ethplorer.io/address/0x45804880de22913dafe09f4980848ece6ecbaf78",310501,B,0,1
reserve-rights-token,Reserve Rights,rsr,RWA,0.00860177,489878990.0,,15665142.0,3.197757470676585,56917356650.0,100000000000.0,100000000000.0,1,,0x320623b8e4ff03373931769a31fc52a4e78b5d70,"https://etherscan.io/token/0x320623b8e4ff03373931769a31fc52a4e78b5d70, https://platform.arkhamintelligence.com/explorer/token/reserve-rights-token, https://ethplorer.io/address/0x320623b8e4ff03373931769a31fc52a4e78b5d70",900460,B,0,1
ousg,OUSG,ousg,RWA,110.92,461471170.0,,0.0,0.0,4160508.07824077,4160508.07824077,,1,,0x1b19c19393e2d034d8ff31ff34c81252fcbbee92,"https://etherscan.io/token/0x1b19c19393e2d034d8ff31ff34c81252fcbbee92, https://platform.arkhamintelligence.com/explorer/token/ousg, https://ethplorer.io/address/0x1b19c19393e2d034d8ff31ff34c81252fcbbee92",586000,B,0,1
hashnote-usyc,Hashnote USYC,usyc,RWA,1.085,407257710.0,,325490.0,0.0799223666017274,375525781.512949,375525781.512949,,0,,0x136471a34f6ef19fe571effc1ca711fdb8e49f2b,"https://etherscan.io/token/0x136471a34f6ef19fe571effc1ca711fdb8e49f2b, https://platform.arkhamintelligence.com/explorer/token/hashnote-usyc, https://ethplorer.io/address/0x136471a34f6ef19fE571EFFC1CA711fdb8E49f2b",785516,B,0,1
mantra-dao,MANTRA,om,RWA,0.391303,375517407.0,,105193356.0,28.01291073039392,959054051.762089,1669109685.187607,,1,,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,"https://etherscan.io/token/0x3593d125a4f7849a1b059e64f4517a86dd60c95d, https://platform.arkhamintelligence.com/explorer/token/mantra-dao, https://ethplorer.io/address/0x3593d125a4f7849a1b059e64f4517a86dd60c95d",672463,B,0,1
plume,Plume,plume,RWA,0.177812,355630488.0,,22427780.0,6.306484049252831,2000000000.0,10000000000.0,10000000000.0,0,,0x4c1746a800d224393fe2470c70a35717ed4ea5f1,"https://etherscan.io/token/0x4C1746A800D224393fE2470C70A35717eD4eA5F1, https://ethplorer.io/address/0x4C1746A800D224393fE2470C70A35717eD4eA5F1",948694,B,0,1
creditcoin-2,Creditcoin,ctc,RWA,0.66337,298162139.0,,6600461.0,2.213715336942897,449416053.0,599999997.0,,0,,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,"https://www.creditcoinexplorer.com/, https://platform.arkhamintelligence.com/explorer/token/creditcoin-2, https://etherscan.io/token/0xa3ee21c306a700e682abcdfe9baa6a08f3820419",561157,B,0,1
quorium,Quorium,qgold,RWA,3246.2,272681192.0,,182737.0,0.0670148896811335,84000.0,84000.0,,0,,0xdc49a53e1f15fd7fd522e0691cb570f442e9ca6c,"https://bscscan.com/address/0xdc49a53e1f15fd7fd522e0691cb570f442e9ca6c, https://platform.arkhamintelligence.com/explorer/token/quorium, https://api.bscscan.com/api?module=stats&action=tokencsupply&contractaddress=0xdc49a53e1f15fd7fd522e0691cb570f442e9ca6c&apikey&apikey=1vvcx1jkm5f4x6bc6ak1qhup14xmu9hz9p",282539,B,0,1
origintrail,OriginTrail,trac,AI,0.389782,194694310.0,,2098565.0,1.0778769035417624,499546955.602,500000000.0,500000000.0,0,,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,"https://etherscan.io/token/0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f, https://platform.arkhamintelligence.com/explorer/token/origintrail, https://ethplorer.io/address/0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f",1078453,B,0,1
origintrail,OriginTrail,trac,AI,0.389782,194694310.0,,2098565.0,1.0778769035417624,499546955.602,500000000.0,500000000.0,0,,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,"https://etherscan.io/token/0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f, https://platform.arkhamintelligence.com/explorer/token/origintrail, https://ethplorer.io/address/0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f",242978,B,0,1
chex-token,CHEX Token,chex,RWA,0.182755,183194147.0,,907687.0,0.495478166122851,998921994.549476,998921994.549476,1000000000.0,1,,0x9ce84f6a69986a83d92c324df10bc8e64771030f,"https://bloks.io/tokens/chex-eos-chexchexchex, https://platform.arkhamintelligence.com/explorer/token/chex-token, https://bscscan.com/token/0x9ce84f6a69986a83d92c324df10bc8e64771030f",360020,B,0,1
syrup,Maple Finance,syrup,RWA,0.173842,185121933.0,,4181909.0,2.259002448942665,1064963345.424195,1182818847.559361,,1,,0x643c4e15d7d62ad0abec4a9bd4b001aa3ef52d66,"https://etherscan.io/token/0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66, https://platform.arkhamintelligence.com/explorer/token/syrup, https://ethplorer.io/address/0x643C4E15d7d62Ad0aBeC4a9BD4b001aA3Ef52d66",647328,B,0,1
eutbl,Spiko EU T-Bills Money Market Fund,eutbl,RWA,1.17,182507304.0,,0.0,0.0,156151368.89349,156151368.89349,,1,,0xa0769f7a8fc65e47de93797b4e21c073c117fc80,"https://etherscan.io/token/0xa0769f7a8fc65e47de93797b4e21c073c117fc80, https://platform.arkhamintelligence.com/explorer/token/eutbl, https://polygonscan.com/token/0xa0769f7a8fc65e47de93797b4e21c073c117fc80",711344,B,0,1
polymesh,Polymesh,polyx,RWA,0.141568,163934140.0,,1807206.0,1.102397584786183,1157990356.224509,1157990356.224509,,0,,,https://polymesh.subscan.io/,567749,B,0,1
ravencoin,Ravencoin,rvn,RWA,0.01045159,157991043.0,,10138500.0,6.417135938522793,15105024137.2946,15110146627.2946,21000000000.0,0,,,"https://ravencoin.network/, https://rvn.tokenview.io/, https://explorer.energi.network/token/0x923e363cba492d2c448b4bed7717f3d090851a8a",855566,B,0,1
zebec-network,Zebec Network,zbcn,RWA,0.00200036,157199914.0,,22948247.0,14.59812948752631,78640429938.98253,99999381726.54253,100000000000.0,0,,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,"https://solscan.io/token/zbcnpud7ymxzthb2fhgkgi78mnshglrxuhrewnrm9ru, https://platform.arkhamintelligence.com/explorer/token/zebec-network",1042046,B,0,1
openeden-open-dollar,OpenEden OpenDollar,usdo,RWA,1.01,150762228.0,,1445.52,0.0009588077989932,149230038.7989114,149230038.7989114,,1,,0x8238884ec9668ef77b90c6dff4d1a9f4f4823bfe,"https://etherscan.io/address/0x8238884ec9668ef77b90c6dff4d1a9f4f4823bfe, https://etherscan.io/token/0x8238884Ec9668Ef77B90C6dfF4D1a9F4F4823BFe, https://ethplorer.io/address/0x8238884Ec9668Ef77B90C6dfF4D1a9F4F4823BFe",267143,B,0,1
kinesis-gold,Kinesis Gold,kau,RWA,104.44,149868312.0,,27771798.0,18.53080056042801,1434980.5846,1434980.5846,,0,,,https://explorer.kinesis.money/,609983,B,0,1
stasis-eurs,STASIS EURO,eurs,RWA,1.13,140507113.0,,19190.04,0.0136577000197847,124125940.0,124125940.0,124125940.0,1,,0xdb25f211ab05b1c97d595516f45794528a807ad8,"https://etherscan.io/token/0xdb25f211ab05b1c97d595516f45794528a807ad8, https://platform.arkhamintelligence.com/explorer/token/stasis-eurs, https://ethplorer.io/address/0xdb25f211ab05b1c97d595516f45794528a807ad8",427294,B,0,1
compounding-open-dollar,Compounding OpenDollar,cusdo,RWA,1.023,139551151.0,,2158848.0,1.546994048082054,136359167.560191,136359167.560191,,1,,0xad55aebc9b8c03fc43cd9f62260391c13c23e7c0,"https://etherscan.io/address/0xaD55aebc9b8c03FC43cd9f62260391c13c23e7c0, https://etherscan.io/token/0xaD55aebc9b8c03FC43cd9f62260391c13c23e7c0, https://ethplorer.io/address/0xaD55aebc9b8c03FC43cd9f62260391c13c23e7c0",385298,B,0,1
lcx,LCX,lcx,RWA,0.14203,133625383.0,,1288986.0,0.9646266084041832,940989527.0,950000000.0,950000000.0,0,,0x037a54aab062628c9bbae1fdb1583c195585fe41,"https://etherscan.io/token/0x037a54aab062628c9bbae1fdb1583c195585fe41, https://platform.arkhamintelligence.com/explorer/token/lcx, https://ethplorer.io/address/0x037a54aab062628c9bbae1fdb1583c195585fe41",446868,B,0,1
kinesis-silver,Kinesis Silver,kag,RWA,32.29,123322294.0,,17338.76,0.0140597125123215,3820061.6828,3820061.6828,,0,,,https://explorer.kinesis.money/,371510,B,0,1
apf-coin,APF coin,apfc,RWA,0.674237,114828261.0,,2548694.0,2.219570319888412,170268683.7504873,250000000.0,250000000.0,0,,0x8ed955a2b7d2c3a17a9d05daca95e01818f8c11e,"https://etherscan.io/token/0x8ed955a2b7d2c3a17a9d05daca95e01818f8c11e, https://platform.arkhamintelligence.com/explorer/token/apf-coin, https://ethplorer.io/address/0x8ed955a2b7d2c3a17a9d05daca95e01818f8c11e",453071,B,0,1
usual,Usual,usual,RWA,0.122185,103718952.0,,22596886.0,21.78665091024059,851511939.5688393,948012024.8362546,4000000000.0,1,,0xc4441c2be5d8fa8126822b9929ca0b81ea0de38e,"https://etherscan.io/token/0xc4441c2be5d8fa8126822b9929ca0b81ea0de38e, https://ethplorer.io/address/0xC4441c2BE5d8fA8126822B9929CA0b81Ea0DE38E, https://bscscan.com/token/0x4acd4d03af6f9cc0fb7c5f0868b7b6287d7969c5",540985,B,0,1
clearpool,Clearpool,cpool,RWA,0.131908,100583113.0,,2720460.0,2.704688609110756,759945956.16,1000000000.0,1000000000.0,0,,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,"https://etherscan.io/token/0x66761fa41377003622aee3c7675fc7b5c1c2fac5, https://platform.arkhamintelligence.com/explorer/token/clearpool, https://ethplorer.io/address/0x66761fa41377003622aee3c7675fc7b5c1c2fac5",874528,B,0,1
velo,Velo,velo,RWA,0.01221239,90184428.0,,8538637.0,9.467972674839164,7390475595.0,23999859136.6013,,1,,GDM4RQUQQUVSKQA7S6EM7XBZP3FCGH4Q7CL6TABQ7B2BEJ5ERARM2M5M,"https://stellar.expert/explorer/public/asset/velo-gdm4rquqquvskqa7s6em7xbzp3fcgh4q7cl6tabq7b2bej5erarm2m5m-1, https://platform.arkhamintelligence.com/explorer/token/velo, https://bscscan.com/token/0xf486ad071f3bee968384d2e39e2d8af0fcf6fd46",599703,C,0,1
spiko-us-t-bills-money-market-fund,Spiko US T-Bills Money Market Fund,ustbl,RWA,1.043,83089026.0,,0.0,0.0,79699104.13026,79699104.13026,,1,,0xe4880249745eac5f1ed9d8f7df844792d560e750,"https://etherscan.io/token/0xe4880249745eac5f1ed9d8f7df844792d560e750, https://platform.arkhamintelligence.com/explorer/token/spiko-us-t-bills-money-market-fund, https://polygonscan.com/token/0xe4880249745eac5f1ed9d8f7df844792d560e750",327049,C,0,1
goldfinch,Goldfinch,gfi,RWA,0.852579,79502369.0,,840565.0,1.0572829597065214,92704883.8834983,114285714.0,114285714.0,0,,0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b,"https://etherscan.io/token/0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b, https://platform.arkhamintelligence.com/explorer/token/goldfinch, https://ethplorer.io/address/0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b",887804,C,0,1
apollo-diversified-credit-securitize-fund,Apollo Diversified Credit Securitize Fund,acred,RWA,1022.21,80172964.0,,0.0,0.0,78431.22023800001,78431.22023800001,,1,,0x17418038ecf73ba4026c4f428547bf099706f27b,"https://etherscan.io/token/0x17418038ecF73BA4026c4f428547BF099706F27B, https://snowtrace.io/token/0x7C64925002BFA705834B118a923E9911BeE32875, https://polygonscan.com/token/0xFCe60bBc52a5705CeC5B445501FBAf3274Dc43D0",243325,C,0,1
centrifuge,Centrifuge,cfg,RWA,0.139466,72572247.0,,536110.0,0.7387259209433049,518644567.0,564124162.0,,0,,,,283781,C,0,1
dia-data,DIA,dia,RWA,0.521133,62379883.0,,3012446.0,4.829194694065072,119676104.0,168817248.0,200000000.0,1,,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,"https://etherscan.io/token/0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419, https://platform.arkhamintelligence.com/explorer/token/dia-data, https://ethplorer.io/address/0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419",763731,C,0,1
truefi,TrueFi,tru,RWA,0.03775618,48542985.0,,3686630.0,7.59456798958696,1285461864.345992,1300311872.204672,1300311872.204672,0,,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,"https://etherscan.io/token/0x4c19596f5aaff459fa38b0f7ed92f11ae6543784, https://platform.arkhamintelligence.com/explorer/token/truefi, https://ethplorer.io/address/0x4c19596f5aaff459fa38b0f7ed92f11ae6543784",976944,C,0,1
sygnum-fiusd-liquidity-fund,Sygnum FIUSD Liquidity Fund,fiusd,RWA,11401.85,47842163.0,,0.0,0.0,4196.0,4196.0,,1,,0x2ab105a3ead22731082b790ca9a00d9a3a7627f9,"https://era.zksync.network/address/0x2ab105a3ead22731082b790ca9a00d9a3a7627f9, https://era.zksync.network/token/0x2ab105a3ead22731082b790ca9a00d9a3a7627f9, https://explorer.zksync.io/address/0x2ab105a3ead22731082b790ca9a00d9a3a7627f9",543892,C,0,1
keeta,Keeta,kta,RWA,0.113736,45517861.0,,465468.0,1.0226051703088597,400000000.0,1000000000.0,1000000000.0,0,,0xc0634090f2fe6c6d75e61be2b949464abb498973,"https://basescan.org/address/0xc0634090F2Fe6c6d75e61Be2b949464aBB498973, https://basescan.org/token/0xc0634090F2Fe6c6d75e61Be2b949464aBB498973",665864,C,0,1
tokenfi,TokenFi,token,AI,0.01819657,44455028.0,,3916215.0,8.809385970918745,2436507052.292287,10000000000.0,10000000000.0,1,,0x4507cef57c46789ef8d1a19ea45f4216bae2b528,"https://etherscan.io/token/0x4507cef57c46789ef8d1a19ea45f4216bae2b528, https://platform.arkhamintelligence.com/explorer/token/tokenfi, https://bscscan.com/token/0x4507cef57c46789ef8d1a19ea45f4216bae2b528",412622,C,0,1
tokenfi,TokenFi,token,AI,0.01819657,44455028.0,,3916215.0,8.809385970918745,2436507052.292287,10000000000.0,10000000000.0,1,,0x4507cef57c46789ef8d1a19ea45f4216bae2b528,"https://etherscan.io/token/0x4507cef57c46789ef8d1a19ea45f4216bae2b528, https://platform.arkhamintelligence.com/explorer/token/tokenfi, https://bscscan.com/token/0x4507cef57c46789ef8d1a19ea45f4216bae2b528",950814,C,0,1
propy,Propy,pro,RWA,0.7845,47389611.0,,5021525.0,10.596257057269366,57896591.39105386,100000000.0,100000000.0,1,,0x226bb599a12c826476e3a771454697ea52e9e220,"https://etherscan.io/token/0x226bb599a12c826476e3a771454697ea52e9e220, https://platform.arkhamintelligence.com/explorer/token/propy, https://ethplorer.io/address/0x226bb599a12c826476e3a771454697ea52e9e220",934157,C,0,1
energy-web-token,Energy Web,ewt,RWA,0.68857,41650599.0,,113520.0,0.2725531030177981,60467619.94677447,69017450.9455633,100000000.0,1,,,"https://explorer.energyweb.org/, https://blockscout.com/poa/xdai/tokens/0x6a8cb6714b1ee5b471a7d2ec4302cb4f5ff25ec2/token-transfers, https://etherscan.io/token/0x178c820f862b14f316509ec36b13123da19a6054",863721,C,0,1
dusk-network,DUSK,dusk,RWA,0.076108,37927728.0,,3792315.0,9.998792967509154,500000000.0,500000000.0,1000000000.0,1,,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,"https://etherscan.io/token/0x940a2db1b7008b6c776d4faaca729d6d4a4aa551, https://platform.arkhamintelligence.com/explorer/token/dusk-network, https://ethplorer.io/address/0x940a2db1b7008b6c776d4faaca729d6d4a4aa551",963144,C,0,1
hifi-finance,Hifi Finance,hifi,RWA,0.251333,37858208.0,,9684345.0,25.580568948218573,147120659.351748,166812566.6406401,,0,,0x4b9278b94a1112cad404048903b8d343a810b07e,"https://etherscan.io/token/0x4b9278b94a1112cad404048903b8d343a810b07e, https://platform.arkhamintelligence.com/explorer/token/hifi-finance, https://ethplorer.io/address/0x4b9278b94a1112cad404048903b8d343a810b07e",971840,C,0,1
realtoken-ecosystem-governance,RealToken Ecosystem Governance,reg,RWA,0.491806,35312795.0,,3857.43,0.010923604319624,72582208.217759,500982208.217759,,1,,0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce,"https://gnosisscan.io/token/0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce, https://etherscan.io/token/0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce, https://ethplorer.io/address/0x0aa1e96d2a46ec6beb2923de1e61addf5f5f1dce",811657,C,0,1
ix-swap,IXS,ixs,RWA,0.185015,33312982.0,,27789.0,0.0834179299829718,180000000.0,180000000.0,180000000.0,1,,0x73d7c860998ca3c01ce8c808f5577d94d545d1b4,"https://etherscan.io/token/0x73d7c860998ca3c01ce8c808f5577d94d545d1b4, https://platform.arkhamintelligence.com/explorer/token/ix-swap, https://ethplorer.io/address/0x73d7c860998ca3c01ce8c808f5577d94d545d1b4",411313,C,0,1
parcl,Parcl,prcl,RWA,0.095344,33565514.0,,11628633.0,34.644584915339,351196074.678008,999998561.767476,1000000000.0,0,,4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs,"https://solscan.io/token/4llbsb5rep3yetyzmxewygjcir5uxtkfurtaeuvc2ahs, https://platform.arkhamintelligence.com/explorer/token/parcl, https://explorer.solana.com/address/4llbsb5rep3yetyzmxewygjcir5uxtkfurtaeuvc2ahs",820198,C,0,1
elysia,ELYSIA,el,RWA,0.00463684,31539502.0,,387094.0,1.2273307295720777,6803300704.688,6803300704.688,7000000000.0,0,,0x2781246fe707bb15cee3e5ea354e2154a2877b16,"https://etherscan.io/token/0x2781246fe707bb15cee3e5ea354e2154a2877b16, https://platform.arkhamintelligence.com/explorer/token/elysia, https://ethplorer.io/address/0x2781246fe707bb15cee3e5ea354e2154a2877b16",1005586,C,0,1
veraone,VeraOne,vro,RWA,103.52,30203503.0,,33048.0,0.1094177718392466,292424.56104272,292424.56104272,,0,,0x10bc518c32fbae5e38ecb50a612160571bd81e44,"https://etherscan.io/token/0x10bc518c32fbae5e38ecb50a612160571bd81e44, https://platform.arkhamintelligence.com/explorer/token/veraone, https://ethplorer.io/address/0x10bc518c32fbae5e38ecb50a612160571bd81e44",939700,C,0,1
epic-chain,Epic Chain,epic,RWA,1.36,30093598.0,,6185770.0,20.555102782990588,22280740.88879068,30000000.0,,0,,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,"https://etherscan.io/token/0x94314a14Df63779c99C0764a30e0CD22fA78fC0E, https://ethplorer.io/address/0x94314a14Df63779c99C0764a30e0CD22fA78fC0E",660815,C,0,1
origyn-foundation,ORIGYN,ogy,RWA,0.00318098,28077150.0,,5647.73,0.0201150401661137,8832246811.258152,10416412352.21423,10620470496.95,0,,lkwrt-vyaaa-aaaaq-aadhq-cai,"https://dashboard.origyn.com/explorer, https://dashboard.internetcomputer.org/canister/lkwrt-vyaaa-aaaaq-aadhq-cai",887889,C,0,1
staked-frax-usd,Staked Frax USD,sfrxusd,RWA,1.13,27974869.0,,168539.0,0.602465734513359,24778305.90625181,24778305.90625181,,1,,0xcf62f905562626cfcdd2261162a51fd02fc9c5b6,"https://etherscan.io/token/0xcf62f905562626cfcdd2261162a51fd02fc9c5b6, https://ethplorer.io/address/0xcf62F905562626CfcDD2261162a51fd02Fc9c5b6, https://fraxscan.com/token/0xfc00000000000000000000000000000000000008",988379,C,0,1
artrade,Artrade,atr,RWA,0.01998843,25174544.0,,1341311.0,5.328044869452253,1260104055.326622,1263995252.891813,1800000000.0,0,,ATRLuHph8dxnPny4WSNW7fxkhbeivBrtWbY6BfB4xpLj,"https://solscan.io/token/atrluhph8dxnpny4wsnw7fxkhbeivbrtwby6bfb4xplj, https://platform.arkhamintelligence.com/explorer/token/artrade",677807,C,0,1
melon,Enzyme,mln,RWA,8.44,25346665.0,,4627904.0,18.258433604578748,3001189.559083711,3001189.559083711,3001189.559083711,1,,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,"https://etherscan.io/token/0xec67005c4e498ec7f55e092bd1d35cbc47c91892, https://platform.arkhamintelligence.com/explorer/token/melon, https://ethplorer.io/address/0xec67005c4e498ec7f55e092bd1d35cbc47c91892",1158179,C,0,1
novem-gold,Novem Gold Token,nnn,RWA,119.95,24872031.0,,146455.0,0.5888341004399681,207359.0772071621,207359.0772071621,,0,,0x5d5c5c1d14faf8ff704295b2f502daa9d06799a0,"https://bscscan.com/token/0x5d5c5c1d14faf8ff704295b2f502daa9d06799a0, https://platform.arkhamintelligence.com/explorer/token/novem-gold, https://binplorer.com/address/0x5d5c5c1d14faf8ff704295b2f502daa9d06799a0",1124383,C,0,1
lumia,Lumia,lumia,RWA,0.291564,21941046.0,,5510315.0,25.11418553153756,75306824.97,238888888.0,238888888.0,0,,,https://explorer.lumia.org/,434549,C,0,1
dimitra,Dimitra,dmtr,RWA,0.02225385,21610086.0,,158865.0,0.7351428402459851,971071677.3884498,971071677.3884498,1000000000.0,0,,0x51cb253744189f11241becb29bedd3f1b5384fdb,"https://etherscan.io/token/0x51cb253744189f11241becb29bedd3f1b5384fdb, https://platform.arkhamintelligence.com/explorer/token/dimitra, https://ethplorer.io/address/0x51cb253744189f11241becb29bedd3f1b5384fdb",580843,C,0,1
lto-network,LTO Network,lto,RWA,0.04580147,20057297.0,,1845432.0,9.200801085011603,437914890.3300573,437932350.3285723,500000000.0,1,,0xd01409314acb3b245cea9500ece3f6fd4d70ea30,"https://etherscan.io/token/0xd01409314acb3b245cea9500ece3f6fd4d70ea30, https://platform.arkhamintelligence.com/explorer/token/lto-network, https://ethplorer.io/address/0xd01409314acb3b245cea9500ece3f6fd4d70ea30",615704,C,0,1
redbelly-network-token,Redbelly Network,rbnt,RWA,0.01934878,19719327.0,,213169.0,1.081015594497723,1019880129.0,10000000000.0,10000000000.0,0,,0xb45ffb51984d626ee758b336c61cf20990c6bf13,"https://redbelly.routescan.io, https://etherscan.io/token/0xb45fFB51984d626Ee758b336C61Cf20990c6bF13, https://ethplorer.io/address/0xb45fFB51984d626Ee758b336C61Cf20990c6bF13",193850,C,0,1
strikecoin,StrikeX,strx,RWA,0.02156606,18259761.0,,5964.36,0.0326639543639152,846689463.46449,886812043.0,1000000000.0,0,,0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec,"https://bscscan.com/token/0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec, https://platform.arkhamintelligence.com/explorer/token/strikecoin, https://binplorer.com/address/0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec",709561,C,0,1
imo,IMO,imo,RWA,1.65,18346805.0,,182773.0,0.996211601965574,11172422.99999999,18539029.0,20000000.0,0,,0x5a7a2bf9ffae199f088b25837dcd7e115cf8e1bb,"https://basescan.org/token/0x5A7a2bf9fFae199f088B25837DcD7E115CF8E1bb, https://platform.arkhamintelligence.com/explorer/token/imo",700610,C,0,1
realio-network,Realio Network Token,rio,RWA,0.237095,16652699.0,,1582244.0,9.501426765715276,70678934.31966564,70678934.31966564,175000000.0,1,,0x94a8b4ee5cd64c79d0ee816f467ea73009f51aa0,"https://etherscan.io/token/0x94a8b4EE5CD64C79D0Ee816f467EA73009f51aA0, https://platform.arkhamintelligence.com/explorer/token/realio-network, https://stellar.expert/explorer/public/asset/rio-gbnljiyh34uwo5yzfa3a3hd3n76r6doi33n4jonuoheeyzycaytej5ak",911502,C,0,1
boson-protocol,Boson Protocol,boson,RWA,0.110972,16544171.0,,1008272.0,6.0944244350472445,149032056.4901309,200000000.0,200000000.0,1,,0xc477d038d5420c6a9e0b031712f61c5120090de9,"https://etherscan.io/token/0xc477d038d5420c6a9e0b031712f61c5120090de9, https://platform.arkhamintelligence.com/explorer/token/boson-protocol, https://ethplorer.io/address/0xc477d038d5420c6a9e0b031712f61c5120090de9",379197,C,0,1
gold-dao,Gold DAO,goldao,RWA,0.02361714,16734953.0,,4757.07,0.0284259537508112,708593428.1532198,993934428.1432196,1000000000.0,0,,tyyy3-4aaaa-aaaaq-aab7a-cai,"https://dashboard.internetcomputer.org/canister/tyyy3-4aaaa-aaaaq-aab7a-cai, https://dashboard.gold-dao.org/",1113801,C,0,1
elixir-finance,Elixir,elx,RWA,0.102211,16320023.0,,10872604.0,66.62125414896781,159659181.0,1000000000.0,1000000000.0,0,,0x89a8c847f41c0dfa6c8b88638bacca8a0b777da7,"https://etherscan.io/token/0x89A8c847f41C0dfA6c8B88638bACca8a0b777Da7, https://ethplorer.io/address/0x89A8c847f41C0dfA6c8B88638bACca8a0b777Da7",767059,C,0,1
